"cid","cmpdname","cmpdsynonym","mw","mf","polararea","complexity","xlogp","heavycnt","hbonddonor","hbondacc","rotbonds","inchi","isosmiles","inchikey","iupacname","meshheadings","annothits","annothitcnt","aids","cidcdate","sidsrcname","depcatg","annotation"
129772417,"Fructose propionate butyrate","fructose propionate butyrate",338.310,"C13H22O10",163.000,427.000,-1.500,23,5,10,8,"InChI=1S/C13H22O10/c1-3-6(12(19)23-22-7(15)4-2)10-8(16)9(17)11(18)13(20,5-14)21-10/h6,8-11,14,16-18,20H,3-5H2,1-2H3/t6?,8-,9+,10?,11-,13-/m0/s1","CCC(C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O)C(=O)OOC(=O)CC","OTRXZXBFJIDPKM-NLOWHTMJSA-N","propanoyl 2-[(3S,4R,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl]butaneperoxoate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129789845,"Fructose thiosemicarbazone","fructose thiosemicarbazone",253.280,"C7H15N3O5S",184.000,262.000,-3.400,16,7,7,6,"InChI=1S/C7H15N3O5S/c8-7(16)10-9-3(1-11)5(14)6(15)4(13)2-12/h4-6,11-15H,1-2H2,(H3,8,10,16)/t4-,5-,6-/m1/s1","C([C@H]([C@H]([C@@H](C(=NNC(=S)N)CO)O)O)O)O","BGHXXBVHFLQPKU-HSUXUTPPSA-N","[[(3R,4S,5R)-1,3,4,5,6-pentahydroxyhexan-2-ylidene]amino]thiourea","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129718001,"Fructose-6-lactate","fructose-6-lactate",252.220,"C9H16O8",145.000,266.000,-2.900,17,5,8,8,"InChI=1S/C9H16O8/c1-4(11)9(16)17-3-6(13)8(15)7(14)5(12)2-10/h4,6-8,10-11,13-15H,2-3H2,1H3/t4?,6-,7-,8-/m1/s1","CC(C(=O)OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O","DIXMERHNFVDKFC-NPPIPOFDSA-N","[(2R,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] 2-hydroxypropanoate","","Literature|Patents",2,"",20170913,"PATENTSCOPE (WIPO)|Springer Nature","Governmental Organizations|Journal Publishers",""
129717905,"Fructose lactate tartrate","fructose lactate tartrate",504.400,"C16H24O18",297.000,771.000,-4.200,34,9,18,13,"InChI=1S/C16H24O18/c1-4(18)11(24)31-33-13(26)9(23)16(29,14(27)34-32-12(25)5(2)19)10-7(21)6(20)8(22)15(28,3-17)30-10/h4-10,17-23,28-29H,3H2,1-2H3/t4?,5?,6-,7+,8+,9?,10?,15+,16?/m1/s1","CC(C(=O)OOC(=O)C(C(C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O)(C(=O)OOC(=O)C(C)O)O)O)O","LGUUAUNCRSTCFY-RBUDDZTLSA-N","bis(2-hydroxypropanoyl) 2,3-dihydroxy-2-[(3S,4R,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl]butanediperoxoate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129716961,"1-Deoxy-1-L-valino-D-fructose","1-Deoxy-1-L-valino-D-fructose",280.290,"C11H21NO7",147.000,307.000,-4.300,19,6,8,9,"InChI=1S/C11H21NO7/c1-5(2)8(11(18)19)12-3-6(14)9(16)10(17)7(15)4-13/h5,7-10,12-13,15-17H,3-4H2,1-2H3,(H,18,19)/t7-,8+,9-,10-/m1/s1/i/hD","[2H]N(CC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)[C@@H](C(C)C)C(=O)O","JEQHVKBNRPNQDY-OQMVSDDRSA-N","(2S)-2-[deuterio-[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]-3-methylbutanoic acid","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129732645,"Fructose quinate","fructose quinate",370.310,"C13H22O12",218.000,487.000,-4.900,25,9,12,4,"InChI=1S/C13H22O12/c14-3-13(23)9(20)7(18)8(19)10(25-13)24-11(21)12(22)1-4(15)6(17)5(16)2-12/h4-10,14-20,22-23H,1-3H2/t4-,5-,6?,7?,8?,9?,10?,12?,13?/m1/s1","C1[C@H](C([C@@H](CC1(C(=O)OC2C(C(C(C(O2)(CO)O)O)O)O)O)O)O)O","YRRDSULIFZXVOK-INKQNLFISA-N","[3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl] (3R,5R)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129698449,"Glucose.fructose","glucose.fructose",360.310,"C12H24O12",221.000,313.000,"",24,10,12,2,"InChI=1S/2C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6;7-1-2-3(8)4(9)5(10)6(11)12-2/h3-5,7-11H,1-2H2;2-11H,1H2/t3-,4-,5+,6+;2-,3-,4+,5-,6?/m11/s1","C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O","LUCWYODQTUFNPS-BXGFWDOLSA-N","(2S,3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol;(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","","Literature|Patents",2,"",20170913,"PATENTSCOPE (WIPO)|Springer Nature","Governmental Organizations|Journal Publishers",""
129717685,"2,4-Dimethyl-fructose","2,4-dimethyl-fructose",208.210,"C8H16O6",110.000,234.000,-2.500,14,5,6,1,"InChI=1S/C8H16O6/c1-6(11)4-14-8(13,3-9)7(2,12)5(6)10/h5,9-13H,3-4H2,1-2H3/t5-,6-,7-,8+/m1/s1","C[C@]1(CO[C@]([C@]([C@@H]1O)(C)O)(CO)O)O","JDSUPIZINSQFPA-XUTVFYLZSA-N","(2S,3R,4R,5R)-2-(hydroxymethyl)-3,5-dimethyloxane-2,3,4,5-tetrol","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129689937,"Fructose citrate","fructose citrate",366.230,"C12H14O13",210.000,649.000,-4.600,25,6,13,1,"InChI=1S/C12H14O13/c13-3-10(20)6(16)7(17)11(21)12(25-10)23-5(15)2-9(19,8(18)24-12)1-4(14)22-11/h6-7,13,16-17,19-21H,1-3H2/t6-,7-,9?,10-,11+,12?/m0/s1","C1C(=O)O[C@@]2([C@H]([C@@H]([C@@](OC23OC(=O)CC1(C(=O)O3)O)(CO)O)O)O)O","UNRCWDYUIXYGGB-SRGUFHOPSA-N","(3S,4S,5S,6R)-3,4,5,6,10-pentahydroxy-3-(hydroxymethyl)-2,7,13,14-tetraoxatricyclo[8.3.2.01,6]pentadecane-8,12,15-trione","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129715141,"Galactose-1,3-fructose","galactose-1,3-fructose",356.280,"C12H20O12",221.000,532.000,-6.400,24,10,12,2,"InChI=1S/C12H20O12/c13-1-3-5(16)10(21)8(19)12(22,23-3)11(10)7(18)4(15)6(17)9(20,2-14)24-11/h3-8,13-22H,1-2H2/t3-,4+,5+,6+,7+,8-,9+,10-,11?,12+/m1/s1","C([C@@H]1[C@@H]([C@]2([C@H]([C@@](C23[C@H]([C@H]([C@@H]([C@@](O3)(CO)O)O)O)O)(O1)O)O)O)O)O","MFTXXAIXDMWNDL-UCEMZXHASA-N","(1S,2'S,3R,3'S,4S,4'R,5R,5'S,6R)-2',3-bis(hydroxymethyl)spiro[2-oxabicyclo[3.1.1]heptane-7,6'-oxane]-1,2',3',4,4',5,5',6-octol","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129672673,"Fructose fumarate gluconate","fructose fumarate gluconate",682.500,"C22H34O24",418.000,1070.000,-8.600,46,15,24,20,"InChI=1S/C22H34O24/c23-3-6(26)10(30)12(32)15(35)19(38)45-43-8(28)1-2-9(29)44-46-20(39)22(41,17(37)11(31)7(27)4-24)18-14(34)13(33)16(36)21(40,5-25)42-18/h1-2,6-7,10-18,23-27,30-37,40-41H,3-5H2/b2-1+/t6?,7?,10?,11?,12?,13-,14+,15?,16+,17?,18?,21+,22?/m1/s1","C(C(C(C(C(C(=O)OOC(=O)/C=C/C(=O)OOC(=O)C(C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O)(C(C(C(CO)O)O)O)O)O)O)O)O)O","GVNCLIFNVSCKCQ-VENDDMILSA-N","1-O-(2,3,4,5,6-pentahydroxyhexanoyl) 4-O-[2,3,4,5,6-pentahydroxy-2-[(3S,4R,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl]hexanoyl] (E)-but-2-enediperoxoate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129689989,"Fructose 1-O-ethyl-beta-glucopyranoside","fructose 1-O-ethyl-beta-glucopyranoside",370.350,"C14H26O11",197.000,433.000,-4.100,25,8,11,9,"InChI=1S/C14H26O11/c1-2-14(13(23)12(22)11(21)8(4-16)25-14)24-5-7(18)10(20)9(19)6(17)3-15/h6,8-13,15-17,19-23H,2-5H2,1H3/t6-,8-,9-,10-,11-,12+,13-,14-/m1/s1","CC[C@@]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","BOEJKIKPUNLTHS-RJKIQNHDSA-N","(3S,4R,5R)-1-[(2R,3R,4S,5S,6R)-2-ethyl-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4,5,6-tetrahydroxyhexan-2-one","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129677989,"a-d-Glucosyl-l-fructose","a-d-glucosyl-l-fructose",358.300,"C12H22O12",221.000,463.000,-5.500,24,10,12,4,"InChI=1S/C12H22O12/c13-1-4-6(16)7(17)9(19)12(22,24-4)11(21)8(18)5(2-14)23-10(11,20)3-15/h4-9,13-22H,1-3H2/t4-,5+,6-,7+,8-,9-,10?,11-,12+/m1/s1","C([C@@H]1[C@H]([C@@H]([C@H]([C@](O1)([C@]2([C@@H]([C@@H](OC2(CO)O)CO)O)O)O)O)O)O)O","ZSGVXKKPSWDBAY-OPXGHPCJSA-N","(2S,3R,4S,5S,6R)-6-(hydroxymethyl)-2-[(3R,4R,5S)-2,3,4-trihydroxy-2,5-bis(hydroxymethyl)oxolan-3-yl]oxane-2,3,4,5-tetrol","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129644209,"PhenYl-Fructose","PhenYl-Fructose",256.250,"C12H16O6",118.000,263.000,-1.500,18,5,6,6,"InChI=1S/C12H16O6/c13-6-8(14)10(16)12(18)11(17)9(15)7-4-2-1-3-5-7/h1-5,8-10,12-16,18H,6H2/t8-,9?,10-,12+/m1/s1","C1=CC=C(C=C1)C(C(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O","LQKURMXPGFFGDE-TXEWYVELSA-N","(3S,4R,5R)-1,3,4,5,6-pentahydroxy-1-phenylhexan-2-one","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129638929,"Fructose acetate","fructose acetate",238.190,"C8H14O8",137.000,269.000,-2.800,16,5,8,3,"InChI=1S/C8H14O8/c1-3(10)15-7-5(12)4(11)6(13)8(14,2-9)16-7/h4-7,9,11-14H,2H2,1H3/t4-,5+,6+,7?,8+/m1/s1","CC(=O)OC1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O","GXYSUHOSHXBCOO-ZSYVZKQDSA-N","[(3S,4R,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl] acetate","","Literature|Patents",2,"",20170913,"PATENTSCOPE (WIPO)|Springer Nature","Governmental Organizations|Journal Publishers",""
129640165,"Monogalloyl-fructose","Monogalloyl-fructose",332.260,"C13H16O10",196.000,415.000,-2.700,23,8,10,7,"InChI=1S/C13H16O10/c14-3-7(17)10(20)12(22)13(23)11(21)8(18)4-1-5(15)9(19)6(16)2-4/h1-2,7,10-12,14-17,19-22H,3H2/t7-,10-,11?,12+/m1/s1","C1=C(C=C(C(=C1O)O)O)C(=O)C(C(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O","CVBIDYKSBWBJSV-FBJSZKLLSA-N","(4S,5R,6R)-2,4,5,6,7-pentahydroxy-1-(3,4,5-trihydroxyphenyl)heptane-1,3-dione","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129639941,"Acetyl-fructose","acetyl-fructose",222.190,"C8H14O7",135.000,239.000,-3.300,15,5,7,6,"InChI=1S/C8H14O7/c1-3(10)5(12)7(14)8(15)6(13)4(11)2-9/h4-6,8-9,11-13,15H,2H2,1H3/t4-,5?,6-,8+/m1/s1","CC(=O)C(C(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O","RRYZOPRSXVZOQK-MYSCXHMTSA-N","(5S,6R,7R)-3,5,6,7,8-pentahydroxyoctane-2,4-dione","","Literature|Patents",2,"",20170913,"PATENTSCOPE (WIPO)|Springer Nature","Governmental Organizations|Journal Publishers",""
126455877,"D-Fructose 1,6-bisphosphate tetra(cyclohexylammonium) salt","D-Fructose 1,6-bisphosphate tetra(cyclohexylammonium) salt|J-000900",736.800,"C30H66N4O12P2",333.000,433.000,"",48,7,12,7,"InChI=1S/4C6H13N.C6H14O12P2/c4*7-6-4-2-1-3-5-6;7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16/h4*6H,1-5,7H2;3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16)/t;;;;3-,5-,6-/m....1/s1","C1CCC(CC1)[NH3+].C1CCC(CC1)[NH3+].C1CCC(CC1)[NH3+].C1CCC(CC1)[NH3+].C([C@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-]","NVWGDAYGDKPKLQ-CBCSRFDDSA-N","cyclohexylazanium;[(2R,3R,4S)-2,3,4-trihydroxy-5-oxo-6-phosphonatooxyhexyl] phosphate","","",0,"",20170411,"Biosynth Carbosynth","Chemical Vendors",""
612386,"alpha-d-Fructose-1-phosphate, hexa(trimethylsilyl)-",".alpha.-d-Fructose-1-phosphate, hexa(trimethylsilyl)-|1-O-(Bis[(trimethylsilyl)oxy]phosphoryl)-2,3,4,5-tetrakis-O-(trimethylsilyl)hex-2-ulopyranose #",693.200,"C24H61O9PSi6",90.900,849.000,"",40,0,9,15,"InChI=1S/C24H61O9PSi6/c1-35(2,3)28-21-19-26-24(31-38(10,11)12,23(30-37(7,8)9)22(21)29-36(4,5)6)20-27-34(25,32-39(13,14)15)33-40(16,17)18/h21-23H,19-20H2,1-18H3","C[Si](C)(C)OC1COC(C(C1O[Si](C)(C)C)O[Si](C)(C)C)(COP(=O)(O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C","PUFHRRLRARQKGI-UHFFFAOYSA-N","[2,3,4,5-tetrakis(trimethylsilyloxy)oxan-2-yl]methyl bis(trimethylsilyl) phosphate","","",0,"",20050327,"ABI Chem|ChemSpider|NextBio|NIST Mass Spectrometry Data Center","Chemical Vendors|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
20056610,"Fructose 1,3,4,6-tetranicotinate","fructose 1,3,4,6-tetranicotinate",600.500,"C30H24N4O10",194.000,997.000,1.400,44,1,14,17,"InChI=1S/C30H24N4O10/c35-23(17-41-27(37)19-5-1-9-31-13-19)25(43-29(39)21-7-3-11-33-15-21)26(44-30(40)22-8-4-12-34-16-22)24(36)18-42-28(38)20-6-2-10-32-14-20/h1-16,23,25-26,35H,17-18H2/t23-,25-,26-/m1/s1","C1=CC(=CN=C1)C(=O)OC[C@H]([C@H]([C@@H](C(=O)COC(=O)C2=CN=CC=C2)OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)O","FFDSCWANGGNESK-LGPLSSKUSA-N","[(2R,3R,4S)-2-hydroxy-5-oxo-3,4,6-tris(pyridine-3-carbonyloxy)hexyl] pyridine-3-carboxylate","","Literature",1,"",20071205,"ChemSpider|Springer Nature","Journal Publishers|Legacy Depositors|Research and Development",""
22826194,"6-Deoxy-d-fructose-1-phosphate","SCHEMBL9190537|6-deoxy-d-fructose-1-phosphate|[(3S,4R,5R)-3,4,5-trihydroxy-2-oxohexyl] dihydrogen phosphate",244.140,"C6H13O8P",145.000,260.000,-3.300,15,5,8,6,"InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11,12)13/h3,5-7,9-10H,2H2,1H3,(H2,11,12,13)/t3-,5-,6-/m1/s1","C[C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O","KNYGWWDTPGSEPD-UYFOZJQFSA-N","[(3S,4R,5R)-3,4,5-trihydroxy-2-oxohexyl] dihydrogen phosphate","","Literature|Patents",2,"",20071205,"Google Patents|IBM|PATENTSCOPE (WIPO)|Springer Nature|SureChEMBL","Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development",""
23306082,"Fructose bis-phosphate","fructose bis-phosphate|SCHEMBL9738023|CHEMBL1162083|ZINC12502210|[(2S,3R,4R)-2,3,4-trihydroxy-5-oxo-6-phosphonooxyhexyl] dihydrogen phosphate",340.120,"C6H14O12P2",211.000,410.000,-5.400,20,7,12,9,"InChI=1S/C6H14O12P2/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16)/t3-,5+,6-/m0/s1","C([C@@H]([C@H]([C@H](C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O","XPYBSIWDXQFNMH-LFRDXLMFSA-N","[(2S,3R,4R)-2,3,4-trihydroxy-5-oxo-6-phosphonooxyhexyl] dihydrogen phosphate","","Biological Test Results|Literature|Patents|Biological Test Results: Active",4,"314577,314578,314579",20071205,"AAA Chemistry|ChEMBL|ChemSpider|Google Patents|SureChEMBL|ZINC","Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development",""
53384530,"D-Fructose-6-phosphate barium salt","D-FRUCTOSE-6-PHOSPHATE BARIUM SALT|barium ((2R,3S,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)methyl phosphate",395.450,"C6H11BaO9P",163.000,278.000,"",17,4,9,3,"InChI=1S/C6H13O9P.Ba/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13;/h3-5,7-10H,1-2H2,(H2,11,12,13);/q;+2/p-2/t3-,4-,5+,6?;/m1./s1","C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)OP(=O)([O-])[O-].[Ba+2]","JIBHRTXWOCOJFJ-WYVTXLGVSA-L","barium(2+);[(2R,3S,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl phosphate","","",0,"",20111012,"3B Scientific (Wuhan) Corp|ChemMol","Chemical Vendors|Legacy Depositors",""
71309810,"D-Fructose-d12, 98 atom % D","D-Fructose-d12, 98 atom % D",192.230,"C6H12O6",110.000,162.000,-2.800,12,5,6,1,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4?,5+,6-/m0/s1/i1D2,2D2,3D,4D,5D,7D,8D,9D,10D,11D","[2H][C@@]1([C@@](OC([C@](C1([2H])O[2H])([2H])O[2H])([2H])[2H])(C([2H])([2H])O[2H])O[2H])O[2H]","LKDRXBCSQODPBY-VVGOKITGSA-N","(3S,5R,6S)-2,2,3,4,5-pentadeuterio-3,4,5,6-tetradeuteriooxy-6-[dideuterio(deuteriooxy)methyl]oxane","","",0,"",20130517,"Aurora Fine Chemicals LLC|Chembase.cn|Sigma-Aldrich","Chemical Vendors|Legacy Depositors",""
91743874,"D-Fructose, 3-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-D-glucopyranosyl]-1,4,5,6-tetrakis-O-(trimethylsilyl)-","3-O-[2,3,4,6-Tetrakis-O-(trimethylsilyl)hexopyranosyl]-1,4,5,6-tetrakis-O-(trimethylsilyl)hex-2-ulose #|D-Fructose, 3-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-.alpha.-D-glucopyranosyl]-1,4,5,6-tetrakis-O-(trimethylsilyl)-",919.700,"C36H86O11Si8",109.000,1170.000,"",55,0,11,24,"InChI=1S/C36H86O11Si8/c1-48(2,3)38-25-28(37)31(33(45-53(16,17)18)30(43-51(10,11)12)27-40-50(7,8)9)42-36-35(47-55(22,23)24)34(46-54(19,20)21)32(44-52(13,14)15)29(41-36)26-39-49(4,5)6/h29-36H,25-27H2,1-24H3/t29-,30?,31?,32-,33?,34+,35-,36-/m1/s1","C[Si](C)(C)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC(C(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)C(=O)CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C","SXVUULOQAIHSTD-ACYHFXGCSA-N","1,4,5,6-tetrakis(trimethylsilyloxy)-3-[(2R,3R,4S,5R,6R)-3,4,5-tris(trimethylsilyloxy)-6-(trimethylsilyloxymethyl)oxan-2-yl]oxyhexan-2-one","","",0,"",20150428,"NIST Mass Spectrometry Data Center","Governmental Organizations",""
91750402,"Fructose-1,6-bisphosphate meox 7tms","FRUCTOSE-1,6-BISPHOSPHATE MEOX 7TMS",874.400,"C28H73NO12P2Si7",139.000,1140.000,"",50,0,13,24,"InChI=1S/C28H73NO12P2Si7/c1-32-29-25(23-33-42(30,38-47(11,12)13)39-48(14,15)16)27(36-45(5,6)7)28(37-46(8,9)10)26(35-44(2,3)4)24-34-43(31,40-49(17,18)19)41-50(20,21)22/h26-28H,23-24H2,1-22H3/t26-,27-,28-/m0/s1","CON=C(COP(=O)(O[Si](C)(C)C)O[Si](C)(C)C)[C@@H]([C@H]([C@H](COP(=O)(O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C","QLEJBMIVBNXBHG-KCHLEUMXSA-N","[(2S,3R,4S)-6-bis(trimethylsilyloxy)phosphoryloxy-5-methoxyimino-2,3,4-tris(trimethylsilyloxy)hexyl] bis(trimethylsilyl) phosphate","","Chemical and Physical Properties",1,"",20150428,"NIST Mass Spectrometry Data Center","Governmental Organizations",""
101076882,"1-[(S)-3-Methyl-2-aminobutyryl]-1-deoxy-D-fructose","1-[(S)-3-Methyl-2-aminobutyryl]-1-deoxy-D-fructose",263.290,"C11H21NO6",141.000,293.000,-2.300,18,5,7,8,"InChI=1S/C11H21NO6/c1-5(2)9(12)6(14)3-7(15)10(17)11(18)8(16)4-13/h5,8-11,13,16-18H,3-4,12H2,1-2H3/t8-,9+,10-,11-/m1/s1","CC(C)[C@@H](C(=O)CC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N","KUTYOUBPAGRJMY-LMLFDSFASA-N","(3S,7S,8R,9R)-3-amino-7,8,9,10-tetrahydroxy-2-methyldecane-4,6-dione","","",0,"",20151217,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
101088994,"6-O-(beta-D-Galactopyranosyl)-D-fructose","6-O-(beta-D-Galactopyranosyl)-D-fructose",342.300,"C12H22O11",197.000,378.000,-4.800,23,8,11,8,"InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h5-14,16-21H,1-3H2/t5-,6-,7-,8-,9+,10+,11-,12-/m1/s1","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O)O)O","RJPPRBMGVWEZRR-TWOHWVPZSA-N","(3S,4R,5R)-1,3,4,5-tetrahydroxy-6-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one","","",0,"",20151217,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
101363202,"N-(6-Phospho-1-deoxy-D-fructose-1-yl)glycine","N-(6-Phospho-1-deoxy-D-fructose-1-yl)glycine",299.170,"C8H14NO9P",187.000,344.000,-7.100,19,6,10,8,"InChI=1S/C8H14NO9P/c10-3(1-9-2-4(11)12)5(13)6(14)7(15)8(16)19(17)18/h5-9,13-16H,1-2H2,(H,11,12)/t5-,6+,7+,8?/m1/s1","C(C(=O)[C@H]([C@@H]([C@@H](C(O)[P+](=O)[O-])O)O)O)NCC(=O)O","ODLKQMLUNXWVJT-JXMHAVLCSA-N","[(2S,3S,4S)-6-(carboxymethylamino)-1,2,3,4-tetrahydroxy-5-oxohexyl]-oxido-oxophosphanium","","",0,"",20151218,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
102228450,"5-O,6-O-Isopropylidene-D-fructose","5-O,6-O-Isopropylidene-D-fructose|ZINC224447812",220.220,"C9H16O6",96.200,239.000,-1.700,15,3,6,4,"InChI=1S/C9H16O6/c1-9(2)14-4-6(15-9)8(13)7(12)5(11)3-10/h6-8,10,12-13H,3-4H2,1-2H3/t6-,7-,8-/m1/s1","CC1(OC[C@@H](O1)[C@H]([C@@H](C(=O)CO)O)O)C","PGECRVKNFCXDOY-BWZBUEFSSA-N","(3S,4S)-4-[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]-1,3,4-trihydroxybutan-2-one","","Literature",1,"",20151224,"Japan Chemical Substance Dictionary (Nikkaji)|Thieme Chemistry|ZINC","Chemical Vendors|Governmental Organizations|Journal Publishers|Subscription Services",""
118290,"D-Fructose, 3-O-methyl-","D-Fructose, 3-O-methyl-|3-O-Methylhex-2-ulose|36256-85-6|3-O-Methylhex-2-ulose #|SCHEMBL21067357|DTXSID60957642",194.180,"C7H14O6",107.000,159.000,-2.700,13,4,6,6,"InChI=1S/C7H14O6/c1-13-7(5(11)3-9)6(12)4(10)2-8/h4,6-10,12H,2-3H2,1H3","COC(C(C(CO)O)O)C(=O)CO","OFSVCCCZZQKHKQ-UHFFFAOYSA-N","1,4,5,6-tetrahydroxy-3-methoxyhexan-2-one","","Classification|Literature|Names and Identifiers|Patents",4,"",20050327,"AAA Chemistry|ABI Chem|ChemDB|ChemIDplus|ChemSpider|EPA DSSTox|NextBio|NIST Mass Spectrometry Data Center|NovoSeek|SureChEMBL","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
131801522,"Sucrose-(fructose-13C6), 99 atom % 13C","Sucrose-(fructose-13C6), 99 atom % 13C",348.250,"C12H22O11",190.000,395.000,-3.700,23,8,11,5,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1/i2+1,3+1,5+1,7+1,10+1,12+1","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[13C@]2([13C@H]([13C@@H]([13C@H](O2)[13CH2]O)O)O)[13CH2]O)O)O)O)O","CZMRCDWAGMRECN-VMDNQWARSA-N","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxy(113C)methyl)(2,3,4,5-13C4)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","","",0,"",20171207,"Chem-Space.com Database|Sigma-Aldrich","Chemical Vendors",""
